Name_Num,AFFGEOID,GEOID,NAME,Municipality,Pittsburgh Neighborhood,Total Pop 2014-2018,White Pop Rate 2014-2018,Black Pop Rate 2014-2018,Asian Pop Rate 2014-2018,His or Lat Pop Rate 2014-2018,Family Poverty Rate 2014-2018,Rate of Single Mothers 2014-2018,Rate of those 25 and up without at least Bachelor's 2014-2018,Male unemployment/unattachment rate,Average 911 Dispatches for Shots Fired per 500,Median Home Value 2014-2018,Median Gross Rent 2014-2018,CNI Z-Score,Level of Need
4644,1400000US42003464400,42003464400,4644,McKeesrocks,N/A,3277,45.37686909,41.44034178,4.058590174,1.922490082,32.5,63.28011611,84.3,21.22538293,9.49038755,37600,607,1.574754481,Extreme Need
4656,1400000US42003465600,42003465600,4656,Crafton,N/A,2590,88.26254826,7.104247104,0,2.50965251,12.7,19.05626134,67.4,21.41148325,0.501930502,123100,734,0.061899037,Moderate Need
4658,1400000US42003465800,42003465800,4658,Crafton,N/A,3249,89.2582333,7.57156048,0.430901816,1.35426285,3.7,10.1965602,70.7,15.04587156,1.108033241,134400,874,-0.252662257,Low Need
4687,1400000US42003468700,42003468700,4687,Carnegie ,N/A,1568,90.05102041,7.270408163,0,1.275510204,9.6,10.36144578,66.7,30.33707865,1.785714286,112400,640,0.081319231,Moderate Need
4688,1400000US42003468800,42003468800,4688,Carnegie ,N/A,2611,82.53542704,10.9919571,0.574492532,1.417081578,19.3,28.5942492,65.4,16.40340219,0.421294523,96300,814,0.200567537,Moderate Need
4689,1400000US42003468900,42003468900,4689,Carnegie ,N/A,3726,79.46859903,12.72141707,1.52979066,2.227589909,17.3,23.92502756,66.2,30.15332198,0.885668277,133500,773,0.351283621,Moderate Need
4690,1400000US42003469000,42003469000,4690,Green Tree ,N/A,4913,89.02910645,2.340728679,6.96112355,0.895583147,7.7,6.349206349,50.6,15.11179645,0.366374924,175600,1562,-0.47419468,Low Need
4703,1400000US42003470300,42003470300,4703,Scott Twp,N/A,3971,86.07403677,3.047091413,4.532863259,1.888693024,6.3,7.80141844,60.2,10.54421769,0.629564341,173800,969,-0.442552044,Low Need
4704,1400000US42003470400,42003470400,4704,Scott Twp,N/A,2916,93.14128944,1.440329218,1.714677641,3.566529492,2.3,3.352601156,59,11.83162685,0.445816187,157000,1545,-0.570019844,Very low Need
4705.01,1400000US42003470501,42003470501,4705.01,Scott Twp,N/A,3688,55.72125813,0.135574837,29.28416486,3.199566161,7.2,12.1516165,35.1,10.43293116,0.21691974,140500,1074,-0.635671301,Very low Need
4705.02,1400000US42003470502,42003470502,4705.02,Scott Twp,N/A,2942,91.50237933,4.384772264,1.563562203,1.835486064,0,9.37866354,46,15.97122302,0.441876275,185600,890,-0.584415984,Very low Need
4706,1400000US42003470600,42003470600,4706,Scott Twp,N/A,3203,95.28566968,1.311270684,0.686856072,0.343428036,11.9,15.55555556,77.7,23.81930185,0.749297534,110500,667,0.151189013,Moderate Need
4710,1400000US42003471000,42003471000,4710,Heidelberg,N/A,1285,93.07392996,0.856031128,3.501945525,0.93385214,1.7,8.813559322,78.9,15.73333333,0.544747082,110200,748,-0.237098844,Low Need
4721,1400000US42003472100,42003472100,4721,Dormont ,N/A,2289,91.21887287,1.834862385,0.480559196,4.193971166,6.6,8.847736626,57.4,19.0821256,0.742682394,130000,759,-0.308380367,Low Need
4722,1400000US42003472200,42003472200,4722,Dormont ,N/A,2326,93.93809114,0.773860705,1.934651763,1.289767842,6,8.974358974,43.5,9.174311927,0.558899398,149400,972,-0.621903112,Very low Need
4723,1400000US42003472300,42003472300,4723,Dormont ,N/A,1992,83.73493976,8.584337349,1.5562249,2.510040161,3.8,10.46770601,49.9,13.77613776,0.552208835,125000,832,-0.498988478,Low Need
4724,1400000US42003472400,42003472400,4724,Dormont ,N/A,1831,95.8492627,1.037684326,1.037684326,0,2.2,15.35433071,54.2,7.335907336,0.873839432,130900,1066,-0.501932066,Low Need
4731,1400000US42003473100,42003473100,4731,Mount Lebanon ,N/A,4964,91.59951652,0.644641418,1.712328767,4.29089444,4.1,9.226932668,30.8,9.729334309,0.362610798,262400,752,-0.775118638,Very low Need
4732,1400000US42003473200,42003473200,4732,Mount Lebanon ,N/A,2913,88.49982836,1.991074494,2.711980776,3.53587367,1.9,6.366047745,34.1,15.0295858,0.171644353,219600,970,-0.741902768,Very low Need
4733,1400000US42003473300,42003473300,4733,Mount Lebanon ,N/A,5355,92.30625584,0.541549953,3.267973856,1.493930906,3.8,5.40166205,32.9,9.174311927,0.410830999,222500,1066,-0.820314006,Very low Need
4734.01,1400000US42003473401,42003473401,4734.01,Mount Lebanon ,N/A,3679,94.23756456,0.570807285,2.96276162,0.625169883,8.4,8.360128617,31.9,9.157509158,0.190269095,315600,802,-0.723671035,Very low Need
4734.02,1400000US42003473402,42003473402,4734.02,Mount Lebanon ,N/A,3441,94.59459459,0.49404243,3.952339436,0.116245278,1.5,3.444676409,27.4,6.820682068,0.232490555,293800,876,-0.985830594,Very low Need
4735,1400000US42003473500,42003473500,4735,Mount Lebanon ,N/A,3703,97.02943559,0.378071834,0.648123143,1.404266811,2.1,2.905342081,20.8,12.56181998,0.351066703,332200,1477,-0.95185683,Very low Need
4736.01,1400000US42003473601,42003473601,4736.01,Mount Lebanon ,N/A,3760,90,2.765957447,4.468085106,1.276595745,2.3,10.85714286,23.1,13.94072448,0.186170213,318800,749,-0.797746224,Very low Need
4736.02,1400000US42003473602,42003473602,4736.02,Mount Lebanon ,N/A,4725,84.91005291,1.777777778,9.798941799,2.391534392,2.2,4.402985075,28.4,17.94439764,0.232804233,214400,1370,-0.772075258,Very low Need
4741.01,1400000US42003474101,42003474101,4741.01,Upper St. Clair Twp,N/A,3644,83.83644347,0.960482986,11.08671789,1.042810099,3.5,5.009633911,35.8,13.59315589,0,256600,-,-0.749067666,Very low Need
4741.02,1400000US42003474102,42003474102,4741.02,Upper St. Clair Twp,N/A,3783,91.56753899,0.237906423,5.339677505,1.506740682,2.6,6.621226874,32.4,13.42134213,0,298800,1554,-0.777283806,Very low Need
4742.01,1400000US42003474201,42003474201,4742.01,Upper St. Clair Twp,N/A,2458,89.62571196,0,7.973962571,2.156224573,1.2,5.240174672,26.8,10.01540832,0,290900,2583,-0.930042472,Very low Need
4742.02,1400000US42003474202,42003474202,4742.02,Upper St. Clair Twp,N/A,5060,90.90909091,0.158102767,6.956521739,0.4743083,1.7,6.563965171,26,10.57304278,0,332100,2000,-0.902096408,Very low Need
4742.03,1400000US42003474203,42003474203,4742.03,Upper St. Clair Twp,N/A,4647,86.12007747,0.043038519,8.457069077,3.077254142,0.5,5.516265912,33.5,12.98299845,0,263900,1904,-0.823138021,Very low Need
4751.01,1400000US42003475101,42003475101,4751.01,Bethel Park,N/A,4742,83.88865458,3.01560523,9.32096162,2.572754112,6.8,7.238394965,57.3,12.51035626,0,158300,991,-0.467551383,Low Need
4751.02,1400000US42003475102,42003475102,4751.02,Bethel Park,N/A,1574,99.68233799,0.190597205,0,0,5.8,5.040322581,55.1,10.99365751,0,186400,871,-0.561280389,Very low Need
4752,1400000US42003475200,42003475200,4752,Bethel Park,N/A,4915,97.98575788,0.22380468,0,0.935910478,5.2,7.202797203,48.7,16.57587549,0,190500,732,-0.514122389,Low Need
4753.01,1400000US42003475301,42003475301,4753.01,Bethel Park,N/A,4772,87.53143336,4.149203688,1.466890193,1.278290025,1.4,15.34988713,68.8,17.87878788,0,147300,936,-0.238996279,Low Need
4753.03,1400000US42003475303,42003475303,4753.03,Bethel Park,N/A,3941,98.29992388,0.253742705,0,1.065719361,4.9,6.053067993,50.2,18.19066148,0,185300,1125,-0.494468726,Low Need
4753.04,1400000US42003475304,42003475304,4753.04,Bethel Park,N/A,5433,90.64973311,0.71783545,4.141358366,0.239278483,1.7,4.441624365,43.1,12.81208936,0,195600,993,-0.726292193,Very low Need
4754.01,1400000US42003475401,42003475401,4754.01,Bethel Park,N/A,3896,96.07289528,1.796714579,0,0,1.4,2.575107296,59.1,14.04805915,0.051334702,183500,769,-0.576497816,Very low Need
4754.02,1400000US42003475402,42003475402,4754.02,Bethel Park,N/A,2912,96.42857143,0,0.240384615,1.167582418,4.1,8,47,18.09290954,0.103021978,200300,983,-0.508554742,Low Need
4761,1400000US42003476100,42003476100,4761,Castle Shannon,N/A,4941,86.4399919,0.708358632,10.54442421,2.28698644,2.4,4.265791632,65.4,13.02521008,0.505970451,130700,783,-0.469928899,Low Need
4762,1400000US42003476200,42003476200,4762,Castle Shannon,N/A,3288,96.95863747,0.334549878,0.851581509,0.304136253,6.3,8.207343413,71.4,7.169459963,0.486618005,117600,1064,-0.386007635,Low Need
4771,1400000US42003477100,42003477100,4771,Whitehall,N/A,3315,93.30316742,0.211161388,3.288084465,0.2413273,1.5,3.088391906,61.3,16.03773585,0.030165913,155700,1005,-0.514653845,Low Need
4772,1400000US42003477200,42003477200,4772,Whitehall,N/A,4038,98.5884101,0.321941555,0,0.668647845,0.9,3.927203065,62.2,12.62349067,0.024764735,156000,1284,-0.558618869,Very low Need
4773,1400000US42003477300,42003477300,4773,Whitehall,N/A,6406,69.54417733,4.839213238,14.06493912,2.74742429,16,4.889178618,69.2,22.08436725,0.015610365,150700,594,-0.079014513,Moderate Need
4781,1400000US42003478100,42003478100,4781,Brentwood,N/A,3979,84.06634833,5.529027394,3.694395577,5.704950993,7.2,11.07723577,68.1,13.03317536,0.728826338,101200,713,-0.258417403,Low Need
4782,1400000US42003478200,42003478200,4782,Brentwood ,N/A,5474,85.22104494,1.954694921,4.822798685,4.092071611,8.1,15.07142857,73.1,18.73035827,0.895140665,97900,762,-0.038350146,Moderate Need
4790,1400000US42003479000,42003479000,4790,Baldwin Township,N/A,2058,93.10009718,0,3.935860058,0,4.1,5.065666041,72.4,18.89250814,0.242954325,128700,1056,-0.27873291,Low Need
4801.01,1400000US42003480101,42003480101,4801.01,Baldwin Borough,N/A,5351,63.40870865,17.60418613,14.76359559,1.700616707,4.3,15.93118923,71.9,12.39263804,0.654083349,137800,777,-0.212166859,Low Need
4801.02,1400000US42003480102,42003480102,4801.02,Baldwin Borough,N/A,3050,91.80327869,4.098360656,3.016393443,1.081967213,4,8.996539792,79.6,27.19486081,0.491803279,129400,967,-0.008361944,Moderate Need
4802,1400000US42003480200,42003480200,4802,Baldwin Borough,N/A,3330,83.51351351,8.228228228,3.153153153,2.522522523,0.9,6.27027027,73.4,18.7308086,0.27027027,141400,790,-0.304886488,Low Need
4803,1400000US42003480300,42003480300,4803,Baldwin Borough,N/A,3462,95.26285384,1.039861352,0.173310225,1.790872328,5,14.16309013,70.2,17.89168279,0.635470826,127600,917,-0.155304538,Low Need
4804,1400000US42003480400,42003480400,4804,Baldwin Borough,N/A,4458,96.90444145,1.054284432,0,1.951547779,4.9,11.03000811,79,16.50485437,0.605652759,129700,679,-0.137627343,Low Need
4810,1400000US42003481000,42003481000,4810,Mount Oliver,N/A,3340,46.58682635,34.7005988,3.473053892,10.20958084,27.1,41.17647059,87.6,33.10412574,6.467065868,57500,761,1.262737517,High Need
4825,1400000US42003482500,42003482500,4825,West Homestead,N/A,1778,82.00224972,12.0359955,0,1.181102362,9.1,13.34745763,70.4,19.01140684,1.799775028,109300,867,-0.028961179,Moderate Need
4838,1400000US42003483800,42003483800,4838,Homestead,N/A,3153,22.89882651,66.44465588,5.42340628,1.680938788,28.1,32.53012048,85.8,40.71246819,10.6565176,49700,700,1.445769912,Extreme Need
4843,1400000US42003484300,42003484300,4843,Munhall,N/A,3148,64.64421855,28.17662008,1.143583227,1.207115629,8.8,25.51928783,75.3,28.12172088,4.351969504,59700,840,0.447491826,Moderate Need
4845,1400000US42003484500,42003484500,4845,Munhall,N/A,5882,96.29377763,1.836110167,0.782046923,1.088065284,7.7,10.0952381,69.8,19.35483871,0.612036722,100800,612,-0.150929804,Low Need
4846,1400000US42003484600,42003484600,4846,Munhall,N/A,2199,77.62619372,13.77899045,0,2.364711232,4.7,15.12770138,72.1,23.38568935,1.81900864,90300,763,0.013155638,Moderate Need
4850,1400000US42003485000,42003485000,4850,Whitaker ,N/A,1135,76.65198238,16.56387665,0,3.259911894,10,25,83.2,22.28412256,2.731277533,64900,794,0.372505796,Moderate Need
4867,1400000US42003486700,42003486700,4867,Duquesne,N/A,2416,27.64900662,52.77317881,0,5.42218543,50.8,50.31746032,89.9,25.51546392,4.677152318,55900,463,1.598406348,Extreme Need
4868,1400000US42003486800,42003486800,4868,Duquesne,N/A,1515,33.86138614,61.32013201,0,0.462046205,21.7,41.19496855,90.4,31.29973475,13.46534653,35100,749,1.484100631,Extreme Need
4869,1400000US42003486900,42003486900,4869,Duquesne,N/A,1613,26.22442653,55.23868568,0,1.363918165,26.3,48.7394958,84.2,56.30498534,5.889646621,34700,924,1.670996847,Extreme Need
4870,1400000US42003487000,42003487000,4870,Dravosburg,N/A,1779,93.47948286,4.890387858,0,0.281056773,11.2,20.65934066,78.3,19.25343811,1.517706577,63700,506,0.179038799,Moderate Need
4881,1400000US42003488100,42003488100,4881,West Mifflin ,N/A,2131,79.72782731,13.60863444,0,2.205537306,7.5,6.941838649,81.8,12.84552846,0.140778977,88100,800,-0.205235599,Low Need
4882,1400000US42003488200,42003488200,4882,West Mifflin ,N/A,3523,79.53448765,15.32784559,0,1.674709055,18.9,24.64146023,76,25.88888889,0.652852682,78800,429,0.405968958,Moderate Need
4883,1400000US42003488300,42003488300,4883,West Mifflin ,N/A,2092,97.75334608,0.047801147,0,1.912045889,7.4,5.946791862,73,12.97989031,0.095602294,123100,938,-0.308340655,Low Need
4884,1400000US42003488400,42003488400,4884,West Mifflin ,N/A,4514,80.99246788,15.6623837,0.354452813,0.243686309,10.3,8.973322555,80.4,23.08845577,0.155073106,82000,567,0.02040983,Moderate Need
4885,1400000US42003488500,42003488500,4885,West Mifflin ,N/A,2833,93.6816096,0.88245676,0,0.9530533,7.1,6.33640553,76.8,14.28571429,0.141193082,112300,625,-0.246868446,Low Need
4886,1400000US42003488600,42003488600,4886,West Mifflin ,N/A,4853,84.66927674,11.4156192,0.206058108,1.48361838,9,5.198555957,76.7,17.24875267,0.123634865,114400,-,-0.186412874,Low Need
4890.01,1400000US42003489001,42003489001,4890.01,Pleasant Hills ,N/A,4477,94.88496761,1.340183158,1.518874246,2.099620281,8.8,5.254901961,60.2,11.50828248,0.312709404,156700,919,-0.436806445,Low Need
4890.02,1400000US42003489002,42003489002,4890.02,Pleasant Hills ,N/A,3707,95.81872134,2.292959266,0.539519827,1.106015646,3.1,4.829545455,51.3,11.85468451,0.59347181,160000,845,-0.6056914,Very low Need
4900.02,1400000US42003490002,42003490002,4900.02,South Park Twp,N/A,4668,85.58269066,2.93487575,5.976863753,2.849185947,2.5,7.583643123,67,13.05070657,0.471293916,145000,959,-0.406321531,Low Need
4900.03,1400000US42003490003,42003490003,4900.03,South Park Twp,N/A,3907,90.19708216,2.866649603,1.254159201,2.866649603,4.7,7.678883072,63.4,13.23648103,0.255950857,177200,995,-0.411659516,Low Need
4900.04,1400000US42003490004,42003490004,4900.04,South Park Twp,N/A,4788,92.83625731,3.50877193,1.211361738,1.691729323,2.7,6.958393113,59.5,8.395245171,0.751879699,166600,988,-0.548962652,Very low Need
4911.01,1400000US42003491101,42003491101,4911.01,Jefferson Hills,N/A,6788,93.44431349,3.299941072,2.725397761,0.206246317,1.6,4.783950617,48.6,11.89846642,0.824985268,267200,1127,-0.646533761,Very low Need
4912,1400000US42003491200,42003491200,4912,Jefferson Hills,N/A,1971,96.2962963,0.35514967,1.471334348,0,0,6.585788562,63.9,15.87030717,1.775748351,149100,952,-0.388776013,Low Need
4927,1400000US42003492700,42003492700,4927,Clairton,N/A,2149,69.61377385,24.38343416,0.977198697,0.232666356,23.7,28.40466926,86.3,33.59621451,2.233597022,38700,888,0.833546224,High Need
4928,1400000US42003492800,42003492800,4928,Clairton,N/A,2322,48.32041344,48.92334195,0,2.497846684,13.4,24.58100559,87.1,43.51395731,7.536606374,48400,797,1.014383753,High Need
4929,1400000US42003492900,42003492900,4929,Clairton,N/A,2169,66.20562471,32.04241586,0,0.968188105,13.7,24.5045045,86.1,36.23188406,5.394190871,44700,831,0.79632046,High Need
4940,1400000US42003494000,42003494000,4940,Elizabeth Borough,N/A,1477,94.65132024,2.098849018,0,1.354096141,11.8,20,83.7,25.84541063,0.812457684,77200,675,0.307821181,Moderate Need
4950,1400000US42003495000,42003495000,4950,Forward TWP,N/A,3321,97.38030714,1.475459199,0,0,5.5,2.964652223,78.2,21.32280355,1.415236375,110000,712,-0.137324579,Low Need
4961.01,1400000US42003496101,42003496101,4961.01,Elizabeth TWP,N/A,3121,98.07753925,0.224287087,0.320410125,0,0,3.785488959,69.6,16.96322657,0.64082025,130200,726,-0.404613499,Low Need
4961.02,1400000US42003496102,42003496102,4961.02,Elizabeth TWP,N/A,4298,95.92833876,2.163797115,0.418799442,0.930665426,6.2,6.485671192,74.7,14.64254953,0.953932061,122900,904,-0.238493898,Low Need
4962,1400000US42003496200,42003496200,4962,Elizabeth TWP,N/A,5715,95.41557305,0.997375328,0.559930009,1.522309711,7.1,6.881587105,74.2,13.93034826,0.752405949,124400,741,-0.243620033,Low Need
4970,1400000US42003497000,42003497000,4970,Lincoln ,N/A,1057,96.21570482,0.946073794,0,2.838221381,3.9,2.280130293,81.8,25.65597668,2.554399243,91900,710,-0.017113719,Moderate Need
4980,1400000US42003498000,42003498000,4980,Liberty,N/A,2488,94.45337621,1.808681672,0.803858521,0.884244373,7.1,15.7223796,82.5,24.30167598,0.562700965,77100,772,0.123013317,Moderate Need
4993,1400000US42003499300,42003499300,4993,Glassport ,N/A,1778,97.35658043,1.237345332,0,1.406074241,12.4,7.337526205,86.7,15.86715867,1.124859393,71200,655,0.020627489,Moderate Need
4994,1400000US42003499400,42003499400,4994,Glassport ,N/A,2613,83.58208955,4.133180253,0.612323,7.309605817,21.2,24.23728814,87.8,28.13238771,1.990049751,53700,611,0.650047931,High Need
5003,1400000US42003500300,42003500300,5003,Port Vue ,N/A,3724,92.29323308,2.040816327,1.745435016,1.906552095,6.4,11.15834219,84.7,9.108159393,0.912996778,70200,692,-0.160136578,Low Need
501,1400000US42003050100,42003050100,501,City of Pittsburgh,Middle Hill,1986,6.747230614,79.95971803,0.906344411,0,52.4,51.09170306,91.8,26.52329749,6.898288016,69700,620,1.768746644,Extreme Need
5010,1400000US42003501000,42003501000,5010,Versailles,N/A,1631,93.25567137,3.862660944,0,1.164929491,9.1,17.28395062,88.9,35.91269841,1.164929491,66500,730,0.454574817,Moderate Need
5030.02,1400000US42003503002,42003503002,5030.02,White Oak,N/A,5903,94.51126546,4.031848213,0.355751313,1.101135016,7.6,10.80921441,75.6,18.11734365,0.592918855,99400,848,-0.105469165,Low Need
5041,1400000US42003504100,42003504100,5041,North Versailles ,N/A,4911,66.99246589,22.86703319,0.36652413,5.884748524,12.3,10.66447908,79.6,35.40740741,0.264711871,74900,734,0.27181156,Moderate Need
506,1400000US42003050600,42003050600,506,City of Pittsburgh,Upper Hill,2036,16.55206287,77.45579568,3.634577603,0.982318271,17.2,26.49164678,61.9,48.71794872,4.469548134,87800,660,0.80050355,High Need
5070,1400000US42003507000,42003507000,5070,East McKeesport ,N/A,2106,86.98955366,3.988603989,0.664767331,0,11.4,7.167832168,84.4,27.44807122,1.234567901,73200,738,0.170175848,Moderate Need
5080,1400000US42003508000,42003508000,5080,Wilmerding ,N/A,1949,59.26115957,26.37249872,0,2.308876347,31.4,46.38888889,89.7,35.64356436,1.847101077,52400,664,1.263776925,High Need
509,1400000US42003050900,42003050900,509,City of Pittsburgh,Bedford Dwellings,1292,0,96.20743034,0,2.941176471,52,62.76923077,96.1,67.13780919,6.965944272,47900,286,2.627071545,Extreme Need
5094,1400000US42003509400,42003509400,5094,Turtle Creek,N/A,5244,68.03966438,24.38977879,0,2.07856598,31,45.42635659,81.7,22.43902439,3.890160183,55200,519,1.04222108,High Need
510,1400000US42003051000,42003051000,510,City of Pittsburgh,Terrace Village ,2143,40.78394774,44.0970602,9.986000933,2.379841344,58.1,30.80808081,75.2,52.24489796,2.659822678,-,658,1.633367376,Extreme Need
5100,1400000US42003510000,42003510000,5100,East Pittsburgh,N/A,1755,26.4957265,70.31339031,0.284900285,1.538461538,21.9,63.44339623,87.8,41.47727273,5.242165242,45400,611,1.577676284,Extreme Need
511,1400000US42003051100,42003051100,511,City of Pittsburgh,Terrace Village ,170,0,100,0,0,33.3,100,90,0,3.529411765,-,481,1.561760493,Extreme Need
5120,1400000US42003512000,42003512000,5120,North Braddock,N/A,2412,64.05472637,25.24875622,0.787728027,0.331674959,18,21.27272727,87.2,28.68117798,3.316749585,48700,525,0.61760477,High Need
