Name_Num,AFFGEOID,GEOID,NAME,Municipality,Pittsburgh Neighborhood,Total Pop 2014-2018,White Pop Rate 2014-2018,Black Pop Rate 2014-2018,Asian Pop Rate 2014-2018,His or Lat Pop Rate 2014-2018,Family Poverty Rate 2014-2018,Rate of Single Mothers 2014-2018,Rate of those 25 and up without at least Bachelor's 2014-2018,Male unemployment/unattachment rate,Average 911 Dispatches for Shots Fired per 500,Median Home Value 2014-2018,Median Gross Rent 2014-2018,CNI Z-Score,Level of Need
5128,1400000US42003512800,42003512800,5128,North Braddock,N/A,1317,25.81624905,62.49050873,0,2.505694761,43.2,46.84385382,91.3,34.26294821,13.8952164,28300,604,1.988406852,Extreme Need
5129,1400000US42003512900,42003512900,5129,North Braddock,N/A,1029,31.87560739,62.77939747,0,4.373177843,20.1,23.43096234,89.6,30.98591549,12.14771623,27300,697,1.134119368,High Need
5138,1400000US42003513800,42003513800,5138,Braddock,N/A,1729,22.61422788,63.73626374,0,3.181029497,27.3,44.76744186,88.4,59.10780669,10.17929439,31100,655,1.907366102,Extreme Need
5140,1400000US42003514000,42003514000,5140,Rankin ,N/A,2100,15.52380952,79.0952381,0,1.666666667,25.7,32.04633205,82.6,37.59124088,9.333333333,45500,525,1.259446903,High Need
5151,1400000US42003515100,42003515100,5151,Swissvale ,N/A,2885,36.152513,61.42114385,0.415944541,1.282495667,14,34.88372093,75.4,25.86002372,5.199306759,78900,789,0.667111761,High Need
5152,1400000US42003515200,42003515200,5152,Swissvale ,N/A,2170,62.71889401,23.87096774,1.474654378,3.133640553,1.3,20.21052632,50.4,14.28571429,2.396313364,83800,874,-0.306087585,Low Need
5153,1400000US42003515300,42003515300,5153,Swissvale ,N/A,1556,52.8277635,40.35989717,0.899742931,0.964010283,8.9,23.7388724,73.4,43.62416107,5.398457584,91400,666,0.700427201,High Need
5154.01,1400000US42003515401,42003515401,5154.01,Swissvale ,N/A,2197,83.20436959,11.19708694,3.914428766,1.183431953,9.2,4.409171076,40.9,24.19753086,1.502048248,150100,903,-0.377602168,Low Need
5161,1400000US42003516100,42003516100,5161,Edgewood,N/A,1423,90.16163036,4.98945889,0.983836964,1.335207309,2,9.217877095,28.2,15.22633745,1.054111033,210000,879,-0.716142087,Very low Need
5162,1400000US42003516200,42003516200,5162,Edgewood,N/A,1647,80.32786885,10.07893139,1.092896175,6.010928962,5.4,8.808290155,38.2,7.677902622,2.671523983,190900,847,-0.617225985,Very low Need
5170,1400000US42003517000,42003517000,5170,Braddock Hills,N/A,1710,62.57309942,30.40935673,0.584795322,3.216374269,15.8,32.16080402,76,33.63028953,2.397660819,90000,311,0.664406779,High Need
5180.01,1400000US42003518001,42003518001,5180.01,Forest Hills,N/A,3074,95.5107352,2.765126871,0.227716331,0.227716331,3.6,11.28451381,32.6,13.62126246,0.683148992,151800,947,-0.659295298,Very low Need
5190,1400000US42003519000,42003519000,5190,Churchhill,N/A,2963,72.59534256,21.36348296,2.902463719,0.809989875,3.8,4.82832618,35.2,13.43705799,1.45123186,173900,1655,-0.691027328,Very low Need
5200.01,1400000US42003520001,42003520001,5200.01,Wilkins Twp,N/A,3227,82.08862721,12.20948249,0.309885342,0.309885342,3.1,7.718894009,62.8,15.89327146,0.712736288,122100,1045,-0.380048633,Low Need
5200.02,1400000US42003520002,42003520002,5200.02,Wilkins Twp,N/A,3020,75.7615894,19.0397351,1.324503311,1.655629139,3.1,1.219512195,61.7,22.51461988,1.324503311,95500,861,-0.349933312,Low Need
5211,1400000US42003521100,42003521100,5211,Monroeville,N/A,4437,69.79941402,22.94343025,1.21703854,2.231237323,3.2,7.60953113,62.3,12.53031528,0.022537751,126400,542,-0.469567548,Low Need
5212,1400000US42003521200,42003521200,5212,Monroeville,N/A,4187,70.07403869,11.94172439,10.91473609,5.564843563,6.5,9.054325956,64.5,23.51233672,0.047766898,112300,1068,-0.19601251,Low Need
5213.01,1400000US42003521301,42003521301,5213.01,Monroeville,N/A,4023,73.97464579,17.39995029,1.242853592,2.535421327,19,16.68571429,63.6,11.02514507,0,169800,952,-0.096726614,Low Need
5213.02,1400000US42003521302,42003521302,5213.02,Monroeville,N/A,4574,75.18583297,12.70223,9.029296021,1.355487538,8.5,19.44216571,63.7,13.64636831,0,112400,961,-0.184488032,Low Need
5214.01,1400000US42003521401,42003521401,5214.01,Monroeville,N/A,2833,83.48040946,5.047652665,6.106600777,3.141546064,2.8,5.256570713,59.1,17.95961743,0,136100,1132,-0.455055377,Low Need
5214.02,1400000US42003521402,42003521402,5214.02,Monroeville,N/A,3767,73.21475976,8.83992567,11.20254845,1.460047783,2,2.027027027,40.5,19.71971972,0,190000,641,-0.670587969,Very low Need
5215,1400000US42003521500,42003521500,5215,Monroeville,N/A,4120,79.44174757,7.621359223,4.854368932,0.72815534,3,2.502234138,58.7,13.1359852,0.048543689,146200,1067,-0.570375509,Very low Need
5220,1400000US42003522000,42003522000,5220,Pitcairn,N/A,3230,65.54179567,20.34055728,3.250773994,7.058823529,19.6,26.62576687,82.2,20.05988024,0.061919505,63700,682,0.387318578,Moderate Need
5231,1400000US42003523100,42003523100,5231,Penn Hills ,N/A,3807,13.26503809,75.99159443,0.341476228,0.577882847,18.7,18.82591093,77.2,27.29026037,6.987128973,74300,855,0.634811938,High Need
5232,1400000US42003523200,42003523200,5232,Penn Hills ,N/A,4287,28.92465594,64.19407511,0.25658969,0.186610683,12,29.90325418,65.3,23.54651163,3.755540005,84400,874,0.362340917,Moderate Need
5233,1400000US42003523300,42003523300,5233,Penn Hills ,N/A,4071,59.49398182,37.18987964,0,1.105379514,4.4,9.81981982,66.7,21.28027682,1.424711373,88400,1107,-0.172208187,Low Need
5234,1400000US42003523400,42003523400,5234,Penn Hills ,N/A,4768,54.48825503,39.40855705,0.356543624,1.866610738,9.3,23.88632873,62.6,28.37055418,2.768456376,86000,734,0.240009039,Moderate Need
5235.01,1400000US42003523501,42003523501,5235.01,Penn Hills ,N/A,4430,46.18510158,46.36568849,1.038374718,2.957110609,1.5,9.069585614,76.5,18.76447876,2.460496614,95900,972,-0.127033796,Low Need
5235.02,1400000US42003523502,42003523502,5235.02,Penn Hills ,N/A,1459,72.9266621,24.33173406,0,0.205620288,6,13.61256545,78.2,27.34375,3.084304318,86200,760,0.192939307,Moderate Need
5236,1400000US42003523600,42003523600,5236,Penn Hills ,N/A,4742,58.39308309,32.74989456,0.168705188,4.976803037,8,15.06849315,64.1,15.27655838,1.202024462,105600,821,-0.171428433,Low Need
5237.01,1400000US42003523701,42003523701,5237.01,Penn Hills ,N/A,4299,78.8555478,12.18888114,0.535008141,0.209351012,7.6,16.19778346,77.4,24.69512195,1.186322401,98000,853,0.121102038,Moderate Need
5237.02,1400000US42003523702,42003523702,5237.02,Penn Hills ,N/A,5413,69.81341216,23.83151672,0.221688528,0.905228154,9.7,10.09982384,73.9,19.22841396,1.422501386,93700,625,-0.04386052,Moderate Need
5238,1400000US42003523800,42003523800,5238,Penn Hills ,N/A,4243,81.54607589,15.39005421,0,0.2356823,2.3,4.482390608,57.3,16.18705036,0.801319821,96900,688,-0.485093896,Low Need
5240,1400000US42003524000,42003524000,5240,Verona,N/A,2736,83.22368421,12.39035088,0,2.046783626,17.5,26.02545969,78.8,18.30601093,0.584795322,79200,670,0.30590124,Moderate Need
5251,1400000US42003525100,42003525100,5251,Oakmont,N/A,1849,89.50784208,1.946998378,3.948080043,1.730665224,1.3,5.219206681,39.9,9.69581749,0.432666306,171400,899,-0.7844698,Very low Need
5252,1400000US42003525200,42003525200,5252,Oakmont,N/A,2370,97.93248945,0.337552743,0,0.421940928,4.4,4.44015444,51.9,20.18779343,0.29535865,194900,830,-0.463437285,Low Need
5253,1400000US42003525300,42003525300,5253,Oakmont,N/A,2231,93.90407889,0.851636038,2.241147468,2.196324518,4.2,5.076142132,48.1,12.88659794,0.313760645,237500,844,-0.611967027,Very low Need
5261.01,1400000US42003526101,42003526101,5261.01,Plum ,N/A,7285,91.59917639,3.555250515,0.452985587,1.660947152,3.4,5.185865076,52.6,19.59654179,0.809883322,182100,785,-0.448800591,Low Need
5261.02,1400000US42003526102,42003526102,5261.02,Plum ,N/A,2038,98.96957802,0,0,0,3.9,9.743589744,69.2,20.75782537,0.490677134,152300,795,-0.206279674,Low Need
5262.01,1400000US42003526201,42003526201,5262.01,Plum ,N/A,3982,90.60773481,2.91310899,0,1.02963335,0.8,2.01511335,66.8,15.33388293,0.251130085,149500,654,-0.488119652,Low Need
5262.02,1400000US42003526202,42003526202,5262.02,Plum ,N/A,4615,87.99566631,7.020585049,0,1.625135428,7.1,5.209097579,74.3,26.31578947,0.801733478,136200,843,-0.065130394,Moderate Need
5263.01,1400000US42003526301,42003526301,5263.01,Plum ,N/A,4195,99.30870083,0,0,0.429082241,4.3,1.523229246,66.1,9.288702929,0.286054827,136900,2117,-0.541009446,Very low Need
5263.02,1400000US42003526302,42003526302,5263.02,Plum ,N/A,5189,92.3877433,3.391790326,0.09635768,1.715166699,2.2,5.236270754,65.4,9.959893048,0.366159183,153000,1068,-0.514827661,Low Need
5509,1400000US42003550900,42003550900,5509,McKeesport,N/A,1668,33.33333333,54.25659472,0,0,24.4,24.19753086,89,33.61884368,8.932853717,29800,673,1.108757015,High Need
5512,1400000US42003551200,42003551200,5512,McKeesport,N/A,3205,58.75195008,32.7301092,2.901716069,2.277691108,28.2,31.49253731,87,28.24536377,7.051482059,57300,451,1.084571996,High Need
5513,1400000US42003551300,42003551300,5513,McKeesport,N/A,2649,85.9192148,10.90977727,0.377500944,0.717251793,13.9,20.62256809,80.9,17.87878788,1.887504719,93100,670,0.242376612,Moderate Need
5519,1400000US42003551900,42003551900,5519,McKeesport,N/A,1538,57.8023407,32.96488947,0,0.910273082,65.6,40.7239819,93.4,66.8997669,6.046814044,32500,364,2.462402773,Extreme Need
5520,1400000US42003552000,42003552000,5520,McKeesport,N/A,2539,43.12721544,44.38755416,0.630169358,5.907837731,22.8,17.75544389,91.6,31.78973717,9.098070106,36600,862,0.994936218,High Need
5521,1400000US42003552100,42003552100,5521,McKeesport,N/A,1661,46.53822998,48.88621312,0,0,64.8,35.2173913,90.5,86.00508906,4.695966285,37600,-,2.58960991,Extreme Need
5522,1400000US42003552200,42003552200,5522,McKeesport,N/A,970,89.89690722,5.051546392,0,3.402061856,33.7,29.53367876,90.1,37.22943723,1.237113402,38000,667,1.063701294,High Need
5523,1400000US42003552300,42003552300,5523,McKeesport,N/A,2019,33.13521545,54.77959386,0,7.082714215,38.8,39.50617284,88.3,48.24561404,14.46260525,31000,859,2.03279649,Extreme Need
5524,1400000US42003552400,42003552400,5524,McKeesport,N/A,3116,79.52503209,17.00898588,0,1.508344031,16,19.44809461,83.8,38.7012987,2.759948652,48100,769,0.661877936,High Need
5604,1400000US42003560400,42003560400,5604,Wilkinsburg,N/A,1653,47.42891712,48.45735027,1.270417423,2.117362371,12.7,28.62318841,55.2,24.8496994,4.355716878,37000,853,0.302571729,Moderate Need
5605,1400000US42003560500,42003560500,5605,Wilkinsburg,N/A,2422,85.26011561,3.385631709,7.473162675,1.816680429,2.2,2.162162162,24.4,10.50884956,1.362510322,204600,1048,-0.913254988,Very low Need
5606,1400000US42003560600,42003560600,5606,Wilkinsburg,N/A,863,28.27346466,67.20741599,2.780996524,0,29.8,15.26717557,73.9,55.18518519,16.91772885,117300,578,1.619187666,Extreme Need
5610,1400000US42003561000,42003561000,5610,Wilkinsburg,N/A,1184,18.49662162,72.71959459,0,0,33,56.22317597,81.4,36.36363636,12.9222973,62300,641,1.848884204,Extreme Need
5611,1400000US42003561100,42003561100,5611,Wilkinsburg,N/A,993,4.934541793,73.41389728,0,1.208459215,40.1,35.64356436,92.4,45.4954955,12.48741188,38800,788,1.908027269,Extreme Need
5612,1400000US42003561200,42003561200,5612,Wilkinsburg,N/A,1357,10.4642594,83.71407517,0,4.86366986,26.3,24.34210526,90.7,44.85488127,8.843036109,57900,787,1.335151794,High Need
5614,1400000US42003561400,42003561400,5614,Wilkinsburg,N/A,4298,23.54583527,71.8008376,0.302466263,2.442996743,4.1,22.33712513,75,17.63907734,5.956258725,104100,760,0.22557932,Moderate Need
5615,1400000US42003561500,42003561500,5615,Wilkinsburg,N/A,2867,28.88036275,62.22532264,2.929891873,0,19.5,18.15181518,64.9,13.57466063,8.440878968,63300,941,0.359751731,Moderate Need
5616,1400000US42003561600,42003561600,5616,City of Pittsburgh,Arlington/Arlington Heights ,2199,63.16507503,30.9686221,0,0.818553888,15.8,30.36437247,90.3,26.20689655,4.456571169,48400,697,0.752808905,High Need
5617,1400000US42003561700,42003561700,5617,City of Pittsburgh,Mt. Oliver-St. Clair,914,48.57768053,22.10065646,0,18.59956236,5.5,25.95744681,85.7,20.83333333,3.719912473,55700,973,0.358513338,Moderate Need
5619,1400000US42003561900,42003561900,5619,City of Pittsburgh,Lincoln-Lemington-Belmar,2541,11.49153876,83.74655647,0,3.345139709,19.6,34.44227006,77.6,63.24324324,9.838646202,56700,797,1.579745685,Extreme Need
5620,1400000US42003562000,42003562000,5620,City of Pittsburgh,North Oakland,2760,52.46376812,12.10144928,28.91304348,3.586956522,16.5,0,27.8,25.68940493,1.231884058,286000,793,-0.44027863,Low Need
5623,1400000US42003562300,42003562300,5623,City of Pittsburgh,Glen Hazel/Hazelwood,3266,38.48744642,57.6240049,0.765462339,3.00061237,45.2,42.35294118,80.9,52.40223464,7.440293938,84500,516,1.859418835,Extreme Need
5624,1400000US42003562400,42003562400,5624,City of Pittsburgh,Beltzhoover/Bon Air ,2535,45.36489152,28.4418146,0,11.99211045,23,17.54916793,80.9,22.12160414,9.033530572,75100,835,0.730582923,High Need
5625,1400000US42003562500,42003562500,5625,City of Pittsburgh,Esplen/Sheraden,2597,32.34501348,55.17905275,1.001155179,3.041971506,26.8,39.27444795,81.4,19.65408805,11.51328456,56000,718,1.176308904,High Need
5626,1400000US42003562600,42003562600,5626,City of Pittsburgh,Elliot/West End ,2610,58.35249042,32.91187739,0,5.172413793,18.3,30.8588064,85.6,18.85143571,3.639846743,60200,842,0.599224106,High Need
5627,1400000US42003562700,42003562700,5627,City of Pittsburgh,Allegheny Center/Allegheny West,2044,61.39921722,22.21135029,3.033268102,2.935420744,7,3.194888179,44.9,18.94736842,1.810176125,261400,945,-0.461516854,Low Need
5628,1400000US42003562800,42003562800,5628,City of Pittsburgh,East Carnegie/Oakwood,1502,89.01464714,4.127829561,0.266311585,4.99334221,20.3,9.066666667,70.8,16.49694501,1.264980027,93400,773,0.031469485,Moderate Need
5629,1400000US42003562900,42003562900,5629,City of Pittsburgh,Hays/Hazelwood,1840,66.57608696,21.73913043,6.52173913,0.380434783,18.5,21.23287671,74.4,28.81679389,4.673913043,78800,860,0.560133509,High Need
5630,1400000US42003563000,42003563000,5630,City of Pittsburgh,Chartiers City/Fairywood/Windgap,3113,61.03437199,34.88596209,0,1.606167684,11.9,17.24550898,67.8,18.66295265,3.340828783,83900,1056,0.108621503,Moderate Need
5631,1400000US42003563100,42003563100,5631,City of Pittsburgh,Ridegemont/Westwood ,3763,74.5681637,8.078660643,10.04517672,3.135795908,8.1,3.246073298,62.1,12.76415892,0.558065373,112400,776,-0.426789412,Low Need
5632,1400000US42003563200,42003563200,5632,City of Pittsburgh,East Allegheny/North Shore,2083,74.4119059,18.24291887,0.7681229,4.176668267,18.7,10.38062284,57.7,26.47657841,5.280844935,199100,845,0.232185557,Moderate Need
5633,1400000US42003563300,42003563300,5633,Sewickley Heights/Sewickley Hills,N/A,1471,88.0353501,2.515295717,7.681849082,0.747790619,1.8,5.747126437,31.7,9.473684211,0.815771584,644500,1031,-0.836995281,Very low Need
5638,1400000US42003563800,42003563800,5638,Aleppo/Ben Avon Heights/Glenfield/Glen Osborne/Haysville/Kilbuck,N/A,3733,92.79399946,1.768015001,0.508974016,2.812751138,2.4,3.444564047,48.1,15.04854369,0.776855076,224100,2517,-0.609089937,Very low Need
5639,1400000US42003563900,42003563900,5639,Chalfant/Forest Hills ,N/A,4062,70.40866568,17.0605613,1.329394387,1.846381093,7.1,15.78440808,53.4,14.62788708,0.86164451,97600,780,-0.307695131,Low Need
5640,1400000US42003564000,42003564000,5640,McDonald/North Fayette ,N/A,6452,95.89274644,0.573465592,1.999380037,0.139491631,4,2.331442974,65.8,6.669888835,0,212100,929,-0.592114572,Very low Need
5641,1400000US42003564100,42003564100,5641,Rosslyn Farms/Thornburg,N/A,890,94.71910112,0.337078652,1.460674157,1.123595506,2.1,2.105263158,26.2,9.87654321,1.348314607,322500,1750,-0.908582596,Very low Need
5642,1400000US42003564200,42003564200,5642,South Versailles Twp/White Oak,N/A,2124,89.87758945,2.63653484,2.165725047,1.082862524,1.4,8.534621578,71.9,12.11604096,1.553672316,114100,806,-0.329015258,Low Need
5644,1400000US42003564400,42003564400,5644,North Versailles/Wall,N/A,5837,87.97327394,7.246873394,0.034264177,3.049511735,5.8,6.136087485,78.6,19.85446985,0.205585061,79800,789,-0.160511555,Low Need
5645,1400000US42003564500,42003564500,5645,Jefferson Hills/West Elizabeth,N/A,2973,97.8472923,0.100908174,0.302724521,1.749075008,6.9,8.03673938,77.5,20.58823529,1.345442314,131100,840,-0.064336377,Moderate Need
603,1400000US42003060300,42003060300,603,City of Pittsburgh,Lower Lawrenceville ,2233,78.68338558,14.95745634,2.10479176,3.403493059,10.9,14.76683938,40.4,16.1849711,1.030004478,231300,1036,-0.357368696,Low Need
605,1400000US42003060500,42003060500,605,City of Pittsburgh,Polish Hill,1337,89.30441286,5.534779357,0,0.897531788,6.4,4.240282686,50.7,10.10638298,1.645474944,150900,679,-0.548118606,Very low Need
703,1400000US42003070300,42003070300,703,City of Pittsburgh,Shadyside,2162,83.02497687,2.497687327,8.371877891,3.700277521,0,8.620689655,24.7,27.07275804,0.555041628,538200,1242,-0.623484615,Very low Need
705,1400000US42003070500,42003070500,705,City of Pittsburgh,Shadyside,3119,71.33696698,1.731324142,21.25681308,3.077909586,10.8,2.158273381,6.8,22.87037037,0.512984931,318600,1190,-0.787834958,Very low Need
706,1400000US42003070600,42003070600,706,City of Pittsburgh,Shadyside,1999,76.13806903,6.203101551,12.60630315,3.101550775,0,0,10.6,12.26708075,0.350175088,252800,1149,-1.13339988,Very low Need
708,1400000US42003070800,42003070800,708,City of Pittsburgh,Shadyside,2378,71.23633305,1.429772918,20.68965517,4.205214466,10,3.426791277,19.3,12.80991736,0.462573591,348800,1615,-0.822437556,Very low Need
709,1400000US42003070900,42003070900,709,City of Pittsburgh,Shadyside,4247,56.1572875,8.829762185,29.52672475,1.930774664,8.7,2.218114603,20.4,17.21611722,0.777019072,315300,1092,-0.765007916,Very low Need
802,1400000US42003080200,42003080200,802,City of Pittsburgh,Bloomfield,1645,93.13069909,1.519756839,1.155015198,4.194528875,13.1,11.30742049,60,13.48637016,0.911854103,123700,864,-0.224697782,Low Need
804,1400000US42003080400,42003080400,804,City of Pittsburgh,Bloomfield,1576,71.63705584,6.345177665,18.33756345,1.840101523,17.6,3.921568627,37.6,17.94871795,1.078680203,179300,895,-0.400452599,Low Need
806,1400000US42003080600,42003080600,806,City of Pittsburgh,Bloomfield,2136,83.56741573,4.026217228,2.668539326,7.584269663,1.8,8.20668693,31.4,20.63291139,0.79588015,285500,869,-0.626469261,Very low Need
807,1400000US42003080700,42003080700,807,City of Pittsburgh,Friendship,1783,65.84408301,9.478407179,16.71340437,5.38418396,17.1,14.74654378,22.8,28.62254025,0.616937745,275400,974,-0.250523884,Low Need
809,1400000US42003080900,42003080900,809,City of Pittsburgh,Bloomfield,1872,81.25,7.104700855,6.677350427,3.792735043,2.6,4.029304029,27.9,6.112852665,1.86965812,223200,906,-0.893635606,Very low Need
901,1400000US42003090100,42003090100,901,City of Pittsburgh,Central Lawrenceville,1830,94.48087432,0.710382514,2.349726776,2.459016393,9.9,0.849858357,40.1,15.19795658,0.655737705,247400,1163,-0.606991469,Very low Need
902,1400000US42003090200,42003090200,902,City of Pittsburgh,Central Lawrenceville,2830,89.85865724,3.144876325,2.96819788,1.766784452,5.4,10.30042918,50.6,12.47357294,0.918727915,224100,909,-0.473204488,Low Need
903,1400000US42003090300,42003090300,903,City of Pittsburgh,Bloomfield,1804,85.4767184,10.14412417,1.274944568,2.161862528,5.3,11.76470588,58,17.02432046,1.053215078,120800,874,-0.301311552,Low Need
9822,1400000US42003982200,42003982200,9822,City of Pittsburgh,North Oakland,4619,81.74929638,5.390777225,8.248538645,1.385581295,0,0,32,0,0.108248539,-,-,-1.128557722,Very low Need
